STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
UTTAR PRADESH,FATEHGARH,2002,96,62,15,9,0,9,37,25,12,2,2,14,32,76,26,50,54,28,49,0,3,169,32,0,0,0,0,15,718,1413
UTTAR PRADESH,FATEHPUR,2002,91,43,28,12,0,12,29,19,10,3,0,17,60,99,21,78,13,24,46,0,5,206,26,18,12,44,0,137,724,1637
UTTAR PRADESH,FIROZABAD,2002,138,127,16,26,0,26,95,51,44,6,1,59,52,229,84,145,85,59,96,0,21,377,36,37,46,105,0,0,944,2555
UTTAR PRADESH,G.R.P.,2002,30,12,3,2,0,2,7,4,3,15,2,46,1,2845,84,2761,10,34,42,2,0,2,0,11,31,0,0,2,942,4039
UTTAR PRADESH,GAUTAMBUDH NAGAR,2002,72,68,12,19,0,19,36,29,7,7,2,28,65,652,341,311,57,42,116,2,0,15,17,20,30,42,0,141,770,2213
UTTAR PRADESH,GHAZIABAD,2002,231,375,18,20,1,19,99,69,30,13,2,83,191,1274,674,600,96,95,198,2,5,82,21,35,108,176,0,406,1089,4619
UTTAR PRADESH,GHAZIPUR,2002,55,42,27,4,0,4,16,7,9,1,0,16,46,80,6,74,32,0,44,0,2,163,14,12,12,50,0,0,432,1048
UTTAR PRADESH,GONDA,2002,23,65,24,11,0,11,31,23,8,5,2,20,106,155,25,130,32,19,70,2,5,260,29,20,16,27,0,62,521,1505
UTTAR PRADESH,GORAKHPUR,2002,112,74,31,27,0,27,43,39,4,5,1,46,174,226,68,158,107,58,109,1,1,280,30,28,19,56,0,254,936,2618
UTTAR PRADESH,HAMIRPUR,2002,62,32,13,9,0,9,19,6,13,1,0,23,33,69,10,59,17,12,17,0,0,52,17,34,4,28,0,53,366,861
UTTAR PRADESH,HARDOI,2002,135,103,27,39,0,39,48,36,12,1,0,20,42,159,18,141,45,24,55,0,21,389,26,54,36,72,0,141,553,1990
UTTAR PRADESH,HATHRAS,2002,76,80,9,25,0,25,49,30,19,19,4,52,57,175,31,144,116,54,58,0,4,158,21,41,12,107,0,74,654,1845
UTTAR PRADESH,J.P.NAGAR,2002,85,41,6,15,0,15,31,27,4,3,0,26,43,98,21,77,54,10,53,0,0,35,10,22,10,80,0,88,531,1241
UTTAR PRADESH,JALAUN,2002,79,28,8,4,0,4,34,14,20,3,0,15,36,134,26,108,18,19,13,0,10,24,22,19,17,22,0,79,569,1153
UTTAR PRADESH,JAUNPUR,2002,51,57,28,8,0,8,16,15,1,4,0,20,68,122,35,87,46,23,70,6,2,242,23,18,10,45,0,145,401,1405
UTTAR PRADESH,JHANSI,2002,62,29,33,14,0,14,28,11,17,0,0,26,43,192,75,117,32,24,48,0,1,177,14,21,2,42,0,3,628,1419
UTTAR PRADESH,KANNAUJ,2002,67,53,10,6,0,6,24,16,8,6,0,14,32,73,6,67,16,9,28,0,4,51,15,10,2,37,0,73,391,921
UTTAR PRADESH,KANPUR DEHAT,2002,56,45,10,13,0,13,41,31,10,20,1,33,39,120,7,113,56,24,37,1,12,271,37,26,3,73,0,128,390,1436
UTTAR PRADESH,KANPUR NAGAR,2002,202,166,24,30,0,30,163,126,37,16,3,106,268,1153,629,524,156,158,223,4,17,664,50,75,123,307,0,419,1581,5908
UTTAR PRADESH,KAUSHAMBI,2002,61,30,13,28,0,28,20,15,5,1,1,14,41,83,4,79,23,17,32,1,18,139,13,25,2,32,0,79,277,950
UTTAR PRADESH,KHIRI,2002,144,139,27,41,0,41,60,50,10,6,3,33,86,272,37,235,68,31,37,6,30,367,66,45,14,97,0,37,843,2452
UTTAR PRADESH,KUSHI NAGAR,2002,55,29,19,7,0,7,24,15,9,3,1,10,34,108,23,85,61,26,42,1,10,209,18,22,35,7,0,138,339,1198
UTTAR PRADESH,LALITPUR,2002,18,11,8,10,0,10,2,1,1,9,0,1,23,48,15,33,20,9,13,0,1,26,9,14,13,5,0,35,309,584
UTTAR PRADESH,LUCKNOW,2002,175,162,38,43,0,43,195,147,48,23,0,145,656,2210,821,1389,219,190,358,4,16,85,59,92,105,369,0,327,3151,8622
UTTAR PRADESH,MAHARAJGANJ,2002,46,20,19,13,0,13,10,0,10,1,0,4,28,39,4,35,40,9,18,1,4,85,6,15,11,10,0,73,227,679
UTTAR PRADESH,MAHOBA,2002,41,8,8,5,0,5,7,0,7,5,0,17,52,57,11,46,13,6,14,0,10,41,13,21,5,0,0,34,236,593
UTTAR PRADESH,MAINPURI,2002,123,122,15,9,0,9,55,27,28,23,0,67,53,129,28,101,86,35,71,2,20,192,42,17,0,38,0,3,599,1701
UTTAR PRADESH,MATHURA,2002,123,139,11,16,0,16,49,32,17,9,0,63,77,376,172,204,114,61,117,2,2,125,29,40,45,94,0,217,901,2610
UTTAR PRADESH,MAU,2002,46,45,10,15,0,15,26,23,3,6,0,27,64,73,8,65,87,17,31,1,10,121,6,29,22,41,0,73,369,1119
UTTAR PRADESH,MEERUT,2002,230,175,15,35,0,35,127,74,53,13,9,122,173,857,356,501,114,86,149,9,3,48,26,47,87,212,0,199,1282,4018
UTTAR PRADESH,MIRZAPUR,2002,46,35,13,7,0,7,17,11,6,5,0,12,38,108,20,88,31,21,19,3,0,123,15,15,8,28,0,126,232,902
UTTAR PRADESH,MORADABAD,2002,178,160,31,36,0,36,77,59,18,14,2,60,126,518,121,397,86,40,112,0,5,118,35,53,75,174,0,55,897,2852
UTTAR PRADESH,MUZAFFARNAGAR,2002,287,195,9,30,0,30,121,60,61,14,2,122,127,479,159,320,112,38,88,6,4,10,37,34,30,163,0,116,1164,3188
UTTAR PRADESH,PILIBHIT,2002,91,100,14,41,0,41,51,34,17,12,1,46,58,179,27,152,53,34,76,0,0,12,33,19,70,103,0,47,867,1907
UTTAR PRADESH,PRATAPGARH,2002,64,87,17,18,0,18,25,16,9,8,1,21,55,113,24,89,75,20,57,1,0,336,27,18,4,36,0,88,791,1862
UTTAR PRADESH,RAIBAREILLY,2002,75,56,23,35,0,35,40,35,5,2,0,24,98,245,25,220,70,44,44,1,13,324,26,46,22,110,0,123,688,2109
UTTAR PRADESH,RAMPUR,2002,87,77,15,20,0,20,40,38,2,6,0,31,70,277,39,238,40,22,45,2,2,81,11,36,14,106,0,58,372,1412
UTTAR PRADESH,SAHARANPUR,2002,89,114,9,15,0,15,64,55,9,4,0,44,81,309,125,184,70,49,139,3,0,5,24,19,42,216,0,0,1035,2331
UTTAR PRADESH,SANT KABIRNAGAR,2002,22,18,4,4,0,4,12,0,12,2,0,4,16,39,9,30,14,11,17,0,0,100,6,6,3,16,0,31,93,418
UTTAR PRADESH,SHAHJAHANPUR,2002,210,205,34,40,0,40,89,38,51,7,2,70,88,337,58,279,44,32,81,0,16,211,49,52,35,83,0,119,912,2716
UTTAR PRADESH,SHRAWASTI,2002,18,25,9,3,0,3,6,5,1,2,1,7,37,59,6,53,18,5,19,0,0,46,3,16,19,12,0,26,157,488
UTTAR PRADESH,SIDHARTHNAGAR,2002,15,10,9,6,0,6,21,18,3,1,1,8,43,39,8,31,16,12,39,3,2,77,6,19,4,11,0,49,204,595
UTTAR PRADESH,SITAPUR,2002,167,144,43,73,0,73,99,61,38,3,0,87,171,590,60,530,102,42,62,0,32,310,83,65,13,66,0,162,1091,3405
UTTAR PRADESH,SONBHADRA,2002,33,29,13,5,0,5,7,5,2,1,0,9,36,70,15,55,13,8,16,0,4,104,8,8,8,8,0,87,90,557
UTTAR PRADESH,ST.RAVIDASNAGAR,2002,29,15,7,0,0,0,5,2,3,1,0,10,35,65,28,37,18,9,9,0,1,84,4,1,1,18,0,72,148,532
UTTAR PRADESH,SULTANPUR,2002,85,109,22,23,0,23,34,28,6,5,0,45,99,229,43,186,62,57,53,1,9,314,20,22,15,66,0,140,730,2140
UTTAR PRADESH,UNNAO,2002,126,94,15,34,0,34,63,55,8,5,0,51,67,218,36,182,92,32,60,0,14,397,57,70,8,118,0,145,996,2662
UTTAR PRADESH,VARANASI,2002,78,87,11,16,0,16,52,36,16,4,1,52,136,494,236,258,91,85,97,12,5,311,34,23,110,104,0,196,810,2809
WEST BENGAL,24 PARGANAS NORTH,2002,204,55,47,88,0,88,91,63,28,10,0,60,21,1842,467,1375,248,40,77,6,1,0,29,84,1,630,0,0,3360,6894
WEST BENGAL,24 PARGANAS SOUTH,2002,140,2,62,68,0,68,67,66,1,19,0,26,13,1068,312,756,218,4,19,3,6,0,53,64,2,555,0,0,3576,5965
WEST BENGAL,ASANSOL,2002,11,0,4,1,0,1,3,0,3,0,34,5,1,39,15,24,8,7,9,0,1,2,2,1,0,28,0,1,206,363
WEST BENGAL,BANKURA,2002,39,27,14,19,0,19,12,11,1,12,11,9,6,215,5,210,61,3,19,2,5,45,20,22,0,85,0,145,434,1205
WEST BENGAL,BIRBHUM,2002,57,21,23,36,0,36,28,22,6,3,32,11,5,195,34,161,150,11,3,2,12,87,1,50,0,175,0,182,926,2010
WEST BENGAL,BURDWAN,2002,92,11,38,53,0,53,48,44,4,13,37,27,23,524,58,466,150,0,35,4,4,117,21,59,0,296,0,71,2506,4129
WEST BENGAL,COOCHBEHAR,2002,30,1,7,43,0,43,42,41,1,4,3,10,9,123,20,103,39,0,14,4,1,130,5,39,1,155,0,0,486,1146
WEST BENGAL,DAKSHIN DINAJPUR,2002,23,0,16,20,0,20,26,24,2,2,36,1,3,86,12,74,35,0,7,1,1,37,14,31,0,61,0,18,696,1114
WEST BENGAL,DARJEELING,2002,63,0,22,22,0,22,23,23,0,10,29,24,6,476,117,359,25,0,7,5,2,102,1,21,1,55,0,437,550,1881
WEST BENGAL,HOOGHLY,2002,77,6,25,32,0,32,36,35,1,5,105,13,13,438,62,376,309,5,61,1,0,246,5,26,2,328,0,138,902,2773
WEST BENGAL,HOWRAH,2002,18,2,11,6,0,6,8,6,2,8,15,8,3,120,38,82,64,11,62,0,8,112,9,9,0,65,0,119,701,1359
WEST BENGAL,HOWRAH CITY,2002,24,3,9,10,0,10,24,20,4,4,102,16,2,283,106,177,43,16,45,3,5,117,5,7,0,71,0,122,347,1258
WEST BENGAL,HOWRAH G.R.P.,2002,9,7,0,3,0,3,1,0,1,1,23,10,0,316,0,316,9,0,2,1,0,0,0,5,0,1,0,0,121,509
WEST BENGAL,JALPAIGURI,2002,92,21,54,38,0,38,22,14,8,13,12,27,9,400,58,342,52,34,12,3,7,143,3,54,0,154,0,217,557,1924
WEST BENGAL,KHARAGPUR G.R.P.,2002,3,3,0,0,0,0,1,1,0,3,8,6,0,124,0,124,5,0,0,0,0,0,0,0,0,0,0,1,31,185
WEST BENGAL,KOLKATA,2002,58,148,15,33,0,33,107,74,33,18,58,166,190,3716,980,2736,242,256,859,44,0,1173,4,160,24,235,0,444,2713,10663
WEST BENGAL,MALDA,2002,53,32,32,33,0,33,39,15,24,3,16,8,1,283,47,236,28,15,11,7,0,72,5,60,3,69,0,140,701,1611
WEST BENGAL,MURSHIDABAD,2002,123,5,53,62,0,62,37,35,2,15,49,24,6,310,39,271,133,0,8,8,0,140,8,58,0,254,0,279,1059,2631
WEST BENGAL,NADIA,2002,99,0,38,79,0,79,82,82,0,18,16,23,10,609,0,609,228,0,0,0,4,512,13,90,0,270,0,211,1484,3786
WEST BENGAL,PASCHIM MIDNAPUR,2002,86,38,24,53,0,53,47,47,0,16,20,24,9,328,53,275,167,24,23,0,44,47,22,35,0,249,0,0,1331,2587
WEST BENGAL,PURAB MIDNAPUR,2002,38,1,18,25,0,25,42,42,0,7,10,11,9,157,10,147,136,2,3,1,2,0,39,10,0,175,0,0,1260,1946
WEST BENGAL,PURULIA,2002,41,0,8,15,0,15,14,14,0,6,13,15,3,230,3,227,53,9,24,0,3,0,4,51,0,92,0,0,577,1158
WEST BENGAL,SEALDAH G.R.P.,2002,22,4,3,0,0,0,4,0,4,2,6,14,0,246,0,246,10,0,4,0,0,0,0,1,0,0,0,0,94,410
WEST BENGAL,SILIGURI G.R.P.,2002,4,0,0,0,0,0,1,1,0,2,1,1,0,89,0,89,0,0,1,0,0,0,0,1,0,0,0,0,30,130
WEST BENGAL,UTTAR DINAJPUR,2002,38,26,17,20,0,20,26,14,12,10,10,5,6,232,22,210,48,14,10,3,8,30,10,26,0,66,1,178,541,1325
ANDHRA PRADESH,ADILABAD,2003,107,65,11,35,0,35,46,16,30,8,0,24,207,284,35,249,98,19,146,1,42,1194,11,141,39,238,0,248,1917,4881
ANDHRA PRADESH,ANANTAPUR,2003,173,115,9,19,0,19,60,45,15,4,0,17,190,358,90,268,144,33,84,10,40,1873,4,224,45,146,0,306,728,4582
ANDHRA PRADESH,CHITTOOR,2003,109,80,1,36,0,36,90,34,56,5,0,18,304,901,142,759,66,47,292,22,27,1049,23,121,173,60,0,522,2678,6624
ANDHRA PRADESH,CUDDAPAH,2003,95,7,4,10,0,10,37,28,9,4,0,9,109,199,33,166,74,17,65,8,35,815,5,104,31,60,0,267,1492,3447
ANDHRA PRADESH,CYBERABAD,2003,155,101,4,31,0,31,102,62,40,14,0,56,1041,1489,291,1198,49,67,691,8,45,1203,25,96,78,543,1,787,3719,10305
ANDHRA PRADESH,EAST GODAVARI,2003,73,78,2,18,0,18,59,35,24,4,0,17,569,1162,178,984,79,83,252,21,71,2918,11,150,110,357,0,424,1158,7616
ANDHRA PRADESH,GUNTAKAL RLY.,2003,4,0,0,1,0,1,1,1,0,0,0,5,0,209,0,209,0,0,0,6,0,9,0,2,0,0,0,2,129,368
ANDHRA PRADESH,GUNTUR,2003,210,84,2,46,0,46,95,77,18,16,0,28,316,1173,228,945,124,82,368,12,69,1633,22,228,99,399,0,411,2298,7715
ANDHRA PRADESH,HYDERABAD CITY,2003,124,132,5,57,0,57,155,64,91,18,1,91,1875,6574,2195,4379,231,158,2093,21,68,4595,42,165,296,1082,0,489,1980,20252
ANDHRA PRADESH,KARIMNAGAR,2003,153,105,11,88,0,88,89,67,22,12,1,43,261,460,18,442,180,46,376,10,48,2771,53,362,132,602,1,363,1542,7709
ANDHRA PRADESH,KHAMMAM,2003,89,44,6,45,0,45,41,35,6,6,0,8,211,364,86,278,120,32,144,8,45,2246,17,162,246,180,0,339,826,5179
ANDHRA PRADESH,KRISHNA,2003,66,65,3,45,0,45,55,16,39,2,0,12,233,601,37,564,50,28,170,13,48,1992,20,186,107,317,0,245,1025,5283
ANDHRA PRADESH,KURNOOL,2003,125,101,4,28,0,28,35,16,19,8,0,24,146,262,18,244,88,18,196,17,34,1113,11,231,131,202,0,249,1752,4775
ANDHRA PRADESH,MAHABOOBNAGAR,2003,191,108,22,69,0,69,46,33,13,5,0,33,270,452,39,413,117,32,104,9,69,931,19,179,36,238,0,247,2213,5390
ANDHRA PRADESH,MEDAK,2003,124,36,16,30,0,30,52,37,15,10,0,50,300,502,75,427,84,20,100,6,60,1848,44,128,37,174,0,403,794,4818
ANDHRA PRADESH,NALGONDA,2003,142,68,5,62,0,62,49,37,12,9,0,24,165,354,71,283,177,31,154,4,46,1258,33,249,51,319,0,448,2003,5651
ANDHRA PRADESH,NELLORE,2003,80,70,1,27,0,27,63,58,5,2,2,12,232,569,89,480,67,25,172,10,67,1898,10,204,97,231,0,321,1792,5952
ANDHRA PRADESH,NIZAMABAD,2003,90,49,20,29,0,29,35,7,28,7,0,32,241,332,38,294,52,22,182,10,36,2135,11,61,32,329,3,256,710,4674
ANDHRA PRADESH,PRAKASHAM,2003,94,36,5,22,0,22,42,31,11,9,0,19,143,346,59,287,38,22,101,7,26,1450,13,133,149,114,0,246,705,3720
ANDHRA PRADESH,RANGA REDDY,2003,65,30,3,14,0,14,23,14,9,0,0,10,135,134,2,132,32,5,47,0,35,837,12,71,12,113,0,128,274,1980
ANDHRA PRADESH,SECUNDERABAD RLY.,2003,10,0,0,0,0,0,0,0,0,4,0,5,0,413,0,413,6,0,2,26,0,7,0,0,0,0,0,0,63,536
ANDHRA PRADESH,SRIKAKULAM,2003,39,32,4,9,0,9,8,4,4,7,0,4,102,167,20,147,43,25,71,2,24,654,7,58,44,147,0,215,1001,2663
ANDHRA PRADESH,VIJAYAWADA,2003,34,58,0,27,0,27,63,45,18,5,0,61,876,3417,351,3066,17,54,816,27,21,2101,7,170,146,1208,0,249,727,10084
ANDHRA PRADESH,VIJAYAWADA RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,2,0,360,2,358,0,0,6,2,1,11,0,0,3,0,0,9,36,430
ANDHRA PRADESH,VISAKHA RURAL,2003,61,5,1,15,0,15,15,15,0,0,1,6,115,194,0,194,30,15,58,6,35,654,3,54,16,89,0,227,999,2599
ANDHRA PRADESH,VISAKHAPATNAM,2003,19,21,0,9,0,9,30,20,10,4,0,5,281,532,174,358,1,81,290,24,3,362,3,11,30,146,0,195,1214,3261
ANDHRA PRADESH,VIZIANAGARAM,2003,30,16,1,6,0,6,3,0,3,1,0,8,106,134,1,133,13,25,33,5,0,436,4,34,25,127,0,162,981,2150
ANDHRA PRADESH,WARANGAL,2003,128,80,3,61,0,61,103,69,34,6,0,23,293,452,133,319,276,43,224,11,0,1821,35,222,0,162,0,334,2550,6827
ANDHRA PRADESH,WEST GODAVARI,2003,77,92,4,107,0,107,88,65,23,6,0,14,329,1014,116,898,72,69,344,12,54,1731,21,382,121,584,0,423,1936,7480
GOA,NORTH GOA,2003,22,8,3,22,0,22,8,8,0,5,0,12,180,273,79,194,34,32,70,2,14,101,1,11,4,9,0,87,432,1330
GOA,SOUTH GOA,2003,12,17,3,9,0,9,6,5,1,0,0,9,77,191,53,138,13,28,36,1,4,97,1,8,3,15,0,77,307,914
HIMACHAL PRADESH,BILASPUR,2003,8,5,0,13,0,13,12,11,1,2,0,2,48,51,26,25,65,1,15,0,19,59,0,20,2,17,0,30,729,1098
HIMACHAL PRADESH,CHAMBA,2003,6,3,0,10,0,10,14,14,0,0,0,0,111,34,9,25,14,4,6,0,15,61,0,13,0,8,0,44,242,585
HIMACHAL PRADESH,G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,HAMIRPUR,2003,4,5,0,6,0,6,8,7,1,0,0,0,25,25,5,20,30,3,13,0,9,228,0,13,1,15,0,43,440,868
HIMACHAL PRADESH,KANGRA,2003,38,16,0,8,0,8,7,6,1,1,0,2,75,70,30,40,121,6,15,2,18,223,0,28,0,35,0,9,1341,2015
HIMACHAL PRADESH,KINNAUR,2003,3,1,1,6,0,6,4,4,0,0,0,0,36,16,0,16,9,2,1,0,0,9,0,2,0,2,0,17,47,156
HIMACHAL PRADESH,KULLU,2003,14,1,2,16,0,16,8,6,2,1,0,3,43,29,6,23,30,2,8,0,6,47,2,24,0,13,0,37,461,747
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,14,36,59
HIMACHAL PRADESH,MANDI,2003,10,9,0,23,0,23,7,5,2,0,0,0,85,63,17,46,67,7,19,0,24,177,1,52,2,43,0,69,1086,1744
HIMACHAL PRADESH,SHIMLA,2003,18,15,0,21,0,21,21,16,5,1,0,3,143,152,45,107,105,16,20,0,10,79,2,40,8,15,0,88,1206,1963
HIMACHAL PRADESH,SIRMAUR,2003,6,4,1,8,0,8,15,14,1,0,0,2,28,38,15,23,63,4,10,1,6,58,1,24,0,18,0,26,350,663
HIMACHAL PRADESH,SOLAN,2003,13,8,1,11,0,11,10,7,3,1,0,1,58,88,38,50,63,6,11,0,7,339,0,24,3,24,0,37,627,1332
HIMACHAL PRADESH,UNA,2003,5,7,0,2,0,2,7,6,1,2,0,6,53,60,27,33,42,12,11,0,7,104,0,10,2,30,0,49,371,780
KARNATAKA,BAGALKOT,2003,50,28,6,12,0,12,16,11,5,1,0,7,84,112,39,73,180,4,20,2,17,342,2,44,0,45,0,0,979,1951
KARNATAKA,BANGALORE COMMR.,2003,216,280,1,34,0,34,132,11,121,46,46,311,1713,7123,2682,4441,273,241,1780,87,0,3847,34,213,39,213,0,84,12547,29260
KARNATAKA,BANGALORE RURAL,2003,128,85,17,27,0,27,34,19,15,17,0,49,462,864,156,708,465,28,54,0,103,1363,31,107,0,130,0,0,3445,7409
KARNATAKA,BELGAUM,2003,107,39,3,11,0,11,28,15,13,13,4,41,205,298,102,196,243,26,111,5,18,703,12,45,4,93,0,24,2461,4494
KARNATAKA,BELLARY,2003,48,41,0,14,0,14,12,6,6,3,2,16,128,265,49,216,218,6,34,1,14,528,2,58,0,36,0,3,1873,3302
KARNATAKA,BIDAR,2003,37,57,3,6,0,6,22,17,5,8,2,43,210,226,46,180,144,8,36,3,27,1142,5,45,3,67,0,0,1975,4069
KARNATAKA,BIJAPUR,2003,55,33,2,9,0,9,18,11,7,5,0,15,108,115,40,75,226,1,22,2,13,634,4,68,0,83,0,0,2870,4283
KARNATAKA,CHAMARAJNAGAR,2003,25,16,0,3,0,3,2,2,0,4,0,4,76,121,5,116,87,2,19,1,8,358,4,40,0,19,0,0,382,1171
KARNATAKA,CHICKMAGALUR,2003,28,30,1,12,0,12,14,10,4,7,1,13,213,308,41,267,150,9,6,1,10,916,4,49,7,89,0,6,1139,3013
KARNATAKA,CHITRADURGA,2003,42,20,0,19,0,19,15,7,8,5,0,10,135,185,46,139,326,10,27,1,5,840,6,43,1,32,0,0,1554,3276
KARNATAKA,DAKSHIN KANNADA,2003,35,30,1,3,0,3,10,5,5,7,0,7,163,220,99,121,194,4,40,2,22,508,2,23,4,31,0,5,2210,3521
KARNATAKA,DAVANAGERE,2003,28,20,3,16,0,16,14,6,8,9,2,35,192,329,100,229,277,11,47,1,0,584,10,56,2,78,0,2,1272,2988
KARNATAKA,DHARWAD COMMR.,2003,23,18,0,3,0,3,11,4,7,4,1,16,126,288,118,170,80,6,81,0,0,183,3,3,9,28,0,4,906,1793
KARNATAKA,DHARWAD RURAL,2003,28,11,3,5,0,5,0,0,0,8,0,6,39,60,5,55,106,4,12,0,3,137,3,11,0,12,0,0,455,903
KARNATAKA,GADAG,2003,16,12,0,1,0,1,4,2,2,5,0,1,56,62,11,51,98,5,14,0,7,150,1,12,0,13,0,0,385,842
KARNATAKA,GULBARGA,2003,88,72,3,14,0,14,29,20,9,5,3,33,199,190,47,143,334,4,67,2,62,1193,5,150,0,103,0,15,1707,4278
KARNATAKA,HASSAN,2003,53,67,0,16,0,16,20,9,11,9,0,39,257,348,92,256,200,11,34,1,25,1395,3,78,0,43,0,0,1597,4196
KARNATAKA,HAVERI,2003,25,8,0,3,0,3,8,6,2,8,0,4,59,113,23,90,239,15,20,0,0,252,1,33,0,17,0,0,1022,1827
KARNATAKA,K.G.F.,2003,12,20,1,5,0,5,4,2,2,3,0,11,78,123,23,100,66,3,23,0,0,281,7,21,2,17,0,1,242,920
KARNATAKA,KODAGU,2003,32,24,0,11,0,11,6,2,4,5,0,6,132,69,9,60,89,3,11,1,3,354,1,27,0,18,0,0,490,1282
KARNATAKA,KOLAR,2003,65,56,1,14,0,14,32,26,6,1,0,22,153,357,70,287,298,10,35,2,0,667,10,32,1,52,0,0,1405,3213
KARNATAKA,KOPPAL,2003,24,23,0,12,0,12,5,5,0,8,0,13,53,68,10,58,97,7,15,2,1,180,5,18,2,27,0,0,575,1135
KARNATAKA,MANDYA,2003,57,59,0,13,0,13,8,6,2,5,0,22,179,305,64,241,299,14,20,2,0,966,5,65,0,77,0,0,1659,3755
KARNATAKA,MYSORE COMMR.,2003,26,22,0,8,0,8,9,7,2,3,1,49,132,324,127,197,47,17,43,3,0,361,5,14,0,44,0,0,711,1819
KARNATAKA,MYSORE RURAL,2003,40,23,0,4,0,4,5,3,2,2,0,16,176,191,19,172,158,2,9,0,0,812,7,59,0,45,0,0,825,2374
KARNATAKA,RAICHUR,2003,37,26,8,12,0,12,16,16,0,5,0,8,126,124,19,105,217,12,72,1,9,505,7,61,5,79,0,9,995,2334
KARNATAKA,RAILWAYS,2003,13,3,1,0,0,0,2,0,2,7,0,9,0,538,5,533,15,1,3,0,0,20,1,2,0,0,0,0,197,812
KARNATAKA,SHIMOGA,2003,51,40,0,15,0,15,21,14,7,5,3,21,156,266,90,176,242,7,33,1,14,915,4,73,0,127,0,9,1703,3706
KARNATAKA,TUMKUR,2003,79,46,2,14,0,14,24,1,23,6,0,19,260,396,107,289,179,15,34,3,48,1027,10,77,1,38,0,8,1717,4003
KARNATAKA,UDUPI,2003,15,10,2,5,0,5,9,0,9,3,0,9,121,107,25,82,144,4,19,1,4,354,0,21,1,23,0,2,1316,2170
KARNATAKA,UTTAR KANNADA,2003,23,22,0,0,0,0,1,1,0,3,0,6,64,85,27,58,93,5,11,1,2,396,0,37,3,25,0,0,1529,2306
MADHYA PRADESH,ANUPPUR,2003,10,4,0,10,0,10,1,1,0,1,0,3,55,46,5,41,3,1,3,0,0,18,1,14,2,3,0,0,458,633
MADHYA PRADESH,ASHOK NAGAR,2003,24,24,3,33,0,33,5,4,1,0,1,11,119,101,17,84,56,11,3,0,20,860,6,140,12,36,0,35,695,2195
MADHYA PRADESH,BALAGHAT,2003,55,25,2,61,0,61,7,5,2,2,1,12,171,164,22,142,36,8,8,0,13,382,10,134,32,69,0,40,1663,2895
MADHYA PRADESH,BARWANI,2003,45,24,0,38,0,38,9,8,1,3,8,15,93,121,35,86,39,3,10,1,6,326,4,88,5,23,0,87,1304,2252
MADHYA PRADESH,BETUL,2003,65,51,4,137,0,137,24,22,2,1,0,11,229,190,38,152,20,0,27,0,13,442,9,171,11,51,0,69,1788,3313
MADHYA PRADESH,BHIND,2003,61,101,3,25,0,25,28,18,10,3,8,40,191,250,29,221,100,12,32,0,28,639,24,94,0,53,0,112,1843,3647
MADHYA PRADESH,BHOPAL,2003,54,111,0,93,0,93,55,46,9,1,4,97,978,1640,673,967,92,32,109,16,20,646,16,252,23,142,0,179,10129,14689
MADHYA PRADESH,BHOPAL RLY.,2003,5,2,1,3,0,3,1,0,1,2,0,25,32,1086,11,1075,5,0,8,0,1,2,2,14,6,1,0,0,308,1504
MADHYA PRADESH,BURHANPUR,2003,6,2,0,7,0,7,0,0,0,0,1,2,17,37,8,29,5,4,4,0,0,102,1,22,0,13,0,7,226,456
MADHYA PRADESH,CHHATARPUR,2003,55,69,1,56,0,56,11,8,3,2,2,32,228,135,22,113,49,3,11,1,22,542,17,164,13,50,0,86,1493,3042
MADHYA PRADESH,CHHINDWARA,2003,45,34,5,82,0,82,14,12,2,1,1,9,164,181,53,128,26,2,27,0,20,1071,12,187,27,78,0,102,1451,3539
MADHYA PRADESH,DAMOH,2003,47,50,0,49,0,49,18,13,5,0,0,19,146,114,21,93,18,1,9,0,7,1123,27,179,0,64,0,43,762,2676
MADHYA PRADESH,DATIYA,2003,55,39,0,30,0,30,13,7,6,1,2,31,99,132,14,118,19,5,14,0,10,391,10,66,0,35,0,51,984,1987
